Address,Census Code,Geo ID,Tract,Population,Median Income,Per Capita,Under Poverty,Employed
413 NW 34TH DR GAINESVILLE 32607 UNITED STATES,120010016031022,12001001603,001603,1467,17042,213,24036,1311
2710 SW 4TH PLACE,120010010002026,12001001000,001000,5596,16646,783,37463,5223
2500 NE 13TH AVE,120010006001000,12001000600,000600,5195,20582,987,13268,3835
2115 NW 3RD PL,120010010004044,12001001000,001000,5596,16646,783,37463,5223
1008-1018 NW 34 TERRACE,120010017021039,12001001702,001702,5622,38289,1352,40794,4560
601-699 SOUTHWEST 4TH AVENUE,120010002002014,12001000200,000200,6671,7174,282,11678,6534
GRACE UNITED METHODIST CHURCH,NA,NA,NA,NA,NA,NA,NA,NA
201 SE 2ND AVE,120010005001044,12001000500,000500,5171,24516,872,30253,4560
2020 NW 13TH ST,120010022043021,12001002204,002204,11308,41581,2960,39366,8593
2105 NW 3RD PLACE,120010010004044,12001001000,001000,5596,16646,783,37463,5223
737 NORTHEAST WALDO ROAD,120010006002006,12001000600,000600,5195,20582,987,13268,3835
401 SE 1ST AVE,120010005001031,12001000500,000500,5171,24516,872,30253,4560
563 NW 31ST AVE,120010003021006,12001000302,000302,2343,24292,414,25223,1967
2800 SOUTHWEST 14TH DRIVE,120010008091023,12001000809,000809,1231,24085,125,24212,1159
518 NORTHWEST 15 AVENUE,120010003012005,12001000301,000301,4355,20845,615,19201,3871
304 NW 15TH AVE,120010003012003,12001000301,000301,4355,20845,615,19201,3871
3448-3458 NW 11TH AVE,120010017021010,12001001702,001702,5622,38289,1352,40794,4560
415 NW 19TH STREET,120010010003003,12001001000,001000,5596,16646,783,37463,5223
3706 SW 2 PLACE,120010016042001,12001001604,001604,8129,18544,918,20622,7700
1234 SOUTHWEST 1 AVENUE,120010002005000,12001000200,000200,6671,7174,282,11678,6534
516 NE 5TH ST,120010005005019,12001000500,000500,5171,24516,872,30253,4560
2510 NE 9TH STREET,120010004004018,12001000400,000400,6655,23015,1246,18756,4711
21–99 NE 11TH ST,NA,NA,NA,NA,NA,NA,NA,NA
1839 NW 11TH RD,120010010001018,12001001000,001000,5596,16646,783,37463,5223
1923 NW 5TH AVE,120010010004037,12001001000,001000,5596,16646,783,37463,5223
601–899 SE 3RD ST,120010002002044,12001000200,000200,6671,7174,282,11678,6534
2911 NE 10TH ST,120010004004013,12001000400,000400,6655,23015,1246,18756,4711
1526 NE 7TH STREE,120010005003004,12001000500,000500,5171,24516,872,30253,4560
2318 SW 39TH DRIVE,120010015211003,12001001521,001521,4229,17670,527,16308,3882
1515 NW 29TH RD,120010012032004,12001001203,001203,3542,33315,673,28551,2975
501–599 NE 2ND ST,120010005005021,12001000500,000500,5171,24516,872,30253,4560
301-323 NE 16TH AVE,120010005003005,12001000500,000500,5171,24516,872,30253,4560
729-799 NORTHWEST 17TH STREET,120010010004003,12001001000,001000,5596,16646,783,37463,5223
1381 NORTHEAST 15TH STREET,120011108001001,12001110800,110800,1853,34643,386,41135,1692
1526-1536 NW 7TH AVE,120010010004011,12001001000,001000,5596,16646,783,37463,5223
300 SW 6TH STREET,120010002001026,12001000200,000200,6671,7174,282,11678,6534
1082-1122 SOUTHWEST 11TH STREET,120010008061009,12001000806,000806,2414,17448,263,19195,2268
227 SW 62ND BLVD,120010016041000,12001001604,001604,8129,18544,918,20622,7700
3711 NW 38TH DRIVE,120010011001006,12001001100,001100,7143,40000,1752,39743,5676
576-690 SW 62ND BLVD,120010016044006,12001001604,001604,8129,18544,918,20622,7700
400 TO 500 NW 8TH ST GAINESVILLE,NA,NA,NA,NA,NA,NA,NA,NA
18 NE 20TH ST,120010006003030,12001000600,000600,5195,20582,987,13268,3835
3   NW   24  TH  ST,120010010002001,12001001000,001000,5596,16646,783,37463,5223
1113 NE 23RD AVE,120010004003000,12001000400,000400,6655,23015,1246,18756,4711
3540 E UNIVERSITY AVE,120010016031027,12001001603,001603,1467,17042,213,24036,1311
824 NW 40TH AVE,120010003022016,12001000302,000302,2343,24292,414,25223,1967
331 SOUTHEAST 20TH PLACE,120010006003056,12001000600,000600,5195,20582,987,13268,3835
641 NW 3 ST,120010002001008,12001000200,000200,6671,7174,282,11678,6534
NW 16TH AVE GAINESVILLE FL,NA,NA,NA,NA,NA,NA,NA,NA
1000 NW 6TH AVE,120010002003009,12001000200,000200,6671,7174,282,11678,6534
439 SOUTH MAIN STREET,120010005001088,12001000500,000500,5171,24516,872,30253,4560
615-699 SW 6TH ST,120010002002030,12001000200,000200,6671,7174,282,11678,6534
407 NE 7TH ST,120010005004022,12001000500,000500,5171,24516,872,30253,4560
2907 SW 1 AVE,120010010002037,12001001000,001000,5596,16646,783,37463,5223
1933-1999 NE 3RD AVE,120010006003030,12001000600,000600,5195,20582,987,13268,3835
1221 WEST UNIVERSITY AVENUE,120010002005000,12001000200,000200,6671,7174,282,11678,6534
1639 NW 11TH ROAD,120010010001018,12001001000,001000,5596,16646,783,37463,5223
6001-6013 NW 33RD TERRACE,120010018033013,12001001803,001803,5457,28901,1280,30587,4622
1611 NORTHWEST 2ND STREET,120010003011003,12001000301,000301,4355,20845,615,19201,3871
1442 NE 19TH PL,120010004002015,12001000400,000400,6655,23015,1246,18756,4711
3300 SW 23RD TERRACE,120010015142001,12001001514,001514,1561,22958,158,26330,1481
4010 NW 21ST ST GAINESVILLE FL,120010012025018,12001001202,001202,7309,33838,1572,39611,6253
408 W UNIVERSITY AVE,120010005001056,12001000500,000500,5171,24516,872,30253,4560
120 SOUTHWEST 1ST STREET,120010005001094,12001000500,000500,5171,24516,872,30253,4560
1526 NW 7TH PL,120010010004003,12001001000,001000,5596,16646,783,37463,5223
104 NW 2ND ST,120010005001053,12001000500,000500,5171,24516,872,30253,4560
300-312 NORTHEAST STATE ROAD 24,120010005005030,12001000500,000500,5171,24516,872,30253,4560
3118 NW 31ST WAY,120010011001011,12001001100,001100,7143,40000,1752,39743,5676
810-816 NW 9TH AVE,120010003012043,12001000301,000301,4355,20845,615,19201,3871
8620 NW 13TH ST,120010018032002,12001001803,001803,5457,28901,1280,30587,4622
1520 NW4TH STREET,NA,NA,NA,NA,NA,NA,NA,NA
2816 W UNIVERSITY AVE,120010010002013,12001001000,001000,5596,16646,783,37463,5223
209 NW 4TH PL,120010002001010,12001000200,000200,6671,7174,282,11678,6534
WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
2102 NE 8TH ST,120010004003003,12001000400,000400,6655,23015,1246,18756,4711
201 SE DEPOT AVE,120010005001111,12001000500,000500,5171,24516,872,30253,4560
MILLRUN GAINESVILLE SW 20TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
2028 NW 43RD PL,120010012031007,12001001203,001203,3542,33315,673,28551,2975
201 NE 16TH AVE,120010005003005,12001000500,000500,5171,24516,872,30253,4560
1412-1420 NW 30 ST,120010010005008,12001001000,001000,5596,16646,783,37463,5223
530-550 NORTHWEST 57 STREET,120010016041026,12001001604,001604,8129,18544,918,20622,7700
4035 NW 20TH TERRACE,120010012031022,12001001203,001203,3542,33315,673,28551,2975
2649 NW 45TH PLACE,120010012021015,12001001202,001202,7309,33838,1572,39611,6253
4223 NW 22ND ST,120010012025013,12001001202,001202,7309,33838,1572,39611,6253
1800 NW 16TH AVE,120010011003035,12001001100,001100,7143,40000,1752,39743,5676
1516 NORTHWEST 5 STREET,120010003012005,12001000301,000301,4355,20845,615,19201,3871
3700 W UNIVERSITY AVE,120010016031008,12001001603,001603,1467,17042,213,24036,1311
2450 SE 4TH LANE,NA,NA,NA,NA,NA,NA,NA,NA
15585 NW 29 ST,NA,NA,NA,NA,NA,NA,NA,NA
924 NW 13TH AVE,120010003012031,12001000301,000301,4355,20845,615,19201,3871
3711 NW 38 ST,120010011001006,12001001100,001100,7143,40000,1752,39743,5676
1208 SW 1 AVE,120010002005000,12001000200,000200,6671,7174,282,11678,6534
2207 NW 4TH PLACE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
NW 12TH ST & NW 4TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
4421-4457 FL-26,120010016042006,12001001604,001604,8129,18544,918,20622,7700
4499 SOUTHWEST 47 AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
4401 NW 20TH DR,120010012031007,12001001203,001203,3542,33315,673,28551,2975
NE10TH TERRACE AT NE 8TH AVENUE,120010005002036,12001000500,000500,5171,24516,872,30253,4560
3943 NW 31ST TER,120010012024004,12001001202,001202,7309,33838,1572,39611,6253
555 NW 31ST AVE,120010003021006,12001000302,000302,2343,24292,414,25223,1967
2023 NW 14TH AVE,120010010001008,12001001000,001000,5596,16646,783,37463,5223
1221 NORTHEAST 3RD STREET,120010005003012,12001000500,000500,5171,24516,872,30253,4560
4126 NW 34TH DRIVE,120010012011023,12001001201,001201,3421,32714,964,32910,2912
GAINESVILLE-HAWTHORNE STATE TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
SOUTHEAST 2ND AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
630 NE 6TH ST,120010005005013,12001000500,000500,5171,24516,872,30253,4560
1600 NE 12TH AVE,120010005002000,12001000500,000500,5171,24516,872,30253,4560
9105 NW 13TH ST,120010018023097,12001001802,001802,2399,20700,586,19394,1981
3300 SW 23RD TERRACE,120010015142001,12001001514,001514,1561,22958,158,26330,1481
200 E UNIVERSITY AVE,120010005001023,12001000500,000500,5171,24516,872,30253,4560
401 NW 35TH TER,120010016031026,12001001603,001603,1467,17042,213,24036,1311
4402 NW 20TH DRIVE,120010012031008,12001001203,001203,3542,33315,673,28551,2975
20 NORTHEAST WALDO ROAD,120010005004031,12001000500,000500,5171,24516,872,30253,4560
223 S MAIN ST,120010005001082,12001000500,000500,5171,24516,872,30253,4560
601 NORTHEAST 11TH STREET,120010005004000,12001000500,000500,5171,24516,872,30253,4560
725 NW 13TH ST,120010005004000,12001000500,000500,5171,24516,872,30253,4560
2227-2241 NW 3RD PL,120010010004032,12001001000,001000,5596,16646,783,37463,5223
1526 NW 7TH AVE,120010010004011,12001001000,001000,5596,16646,783,37463,5223
630 NE 10 AVE,120010005003027,12001000500,000500,5171,24516,872,30253,4560
2703 NE 11TH ST,120010004004027,12001000400,000400,6655,23015,1246,18756,4711
710 NW 19TH AVE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
226 SW 4TH AVE,120010002002009,12001000200,000200,6671,7174,282,11678,6534
505-599 NW 17TH ST,120010010004019,12001001000,001000,5596,16646,783,37463,5223
1 NORTHWEST 3RD AVENUE,120010005001019,12001000500,000500,5171,24516,872,30253,4560
526 NW 19TH AVENUE,120010003011021,12001000301,000301,4355,20845,615,19201,3871
"3000 SW 35TH PL
GAINESVILLE FL 32608
UNITED STATES",120010015153000,12001001515,001515,5207,16140,378,14940,4993
725 N MAIN ST,120010005001001,12001000500,000500,5171,24516,872,30253,4560
612 SOUTHEAST DEPOT AVENUE,120010005001101,12001000500,000500,5171,24516,872,30253,4560
SW 22ND RD,NA,NA,NA,NA,NA,NA,NA,NA
800 NW 1ST PL,120010016041002,12001001604,001604,8129,18544,918,20622,7700
104 SW 2ND AVE,120010005001094,12001000500,000500,5171,24516,872,30253,4560
3729 NORTHWEST 28TH TERRACE,120010012022009,12001001202,001202,7309,33838,1572,39611,6253
1841 NW 14TH AVE,120010010001006,12001001000,001000,5596,16646,783,37463,5223
1639 NW 2ND AVENUE,120010010003027,12001001000,001000,5596,16646,783,37463,5223
1208 SW 1 AVE,120010002005000,12001000200,000200,6671,7174,282,11678,6534
522 N MAIN ST,120010005001010,12001000500,000500,5171,24516,872,30253,4560
UNIVERSITY LUTHERAN CHURCH & STUDENT CENTER,NA,NA,NA,NA,NA,NA,NA,NA
1200 SE 4 ST,120010007002049,12001000700,000700,6395,19240,1305,19984,5284
2167 NW 52ND PLACE,120010017011013,12001001701,001701,5495,24614,1173,29613,4703
225 SE 9TH STREET,120010005001071,12001000500,000500,5171,24516,872,30253,4560
801-845 NORTH MAIN STREET,120010003012061,12001000301,000301,4355,20845,615,19201,3871
4026 NW 12TH AVE,120010017021030,12001001702,001702,5622,38289,1352,40794,4560
2200 NW 45TH AVE,120010017022017,12001001702,001702,5622,38289,1352,40794,4560
819-999 NW 16TH AVE,120010003012008,12001000301,000301,4355,20845,615,19201,3871
701 SOUTHWEST 62ND BOULEVARD,120010016041008,12001001604,001604,8129,18544,918,20622,7700
2000 SW 43RD ST,120010017022000,12001001702,001702,5622,38289,1352,40794,4560
NW 43RD ST & SR-222 W,NA,NA,NA,NA,NA,NA,NA,NA
3700 NW 53RD AVE,120010017011009,12001001701,001701,5495,24614,1173,29613,4703
323 NW 50TH BLVD,120010016041019,12001001604,001604,8129,18544,918,20622,7700
NE 7TH ST  & NE 10TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
305 NW 28TH TER GAINESVILLE 32607 UNITED STATES,120010010002002,12001001000,001000,5596,16646,783,37463,5223
2221 NW 27TH TER,120010011004015,12001001100,001100,7143,40000,1752,39743,5676
2311 NW 98TH ST,120010022044011,12001002204,002204,11308,41581,2960,39366,8593
5227 NORTHWEST 50 TERRACE,120010018112004,12001001811,001811,6890,38813,1697,46540,5761
719 SW 5TH AVE,120010002006012,12001000200,000200,6671,7174,282,11678,6534
"3415 SW 39TH BLVD
GAINESVILLE FL 32608
UNITED STATES",120010015191006,12001001519,001519,2877,10892,225,12055,2801
5200 NE 39TH ST,120010019022028,12001001902,001902,3192,13594,360,13393,3006
2419-2599 NE STATE RD 24,NA,NA,NA,NA,NA,NA,NA,NA
4857-4873 N MAIN ST,120010019021008,12001001902,001902,3192,13594,360,13393,3006
1624 NW 7TH PL,120010010004003,12001001000,001000,5596,16646,783,37463,5223
4860 NW 39TH AVE SUITE C,120010018113025,12001001811,001811,6890,38813,1697,46540,5761
2120 NORTH MAIN STREET,120010003011001,12001000301,000301,4355,20845,615,19201,3871
1051-1277 NW 34TH ST,120010010005010,12001001000,001000,5596,16646,783,37463,5223
6407 NW 31ST TERRACE,120010018033003,12001001803,001803,5457,28901,1280,30587,4622
668-798 NE 15TH TERRACE,120010006002004,12001000600,000600,5195,20582,987,13268,3835
506 SE 4TH AVE,120010005001068,12001000500,000500,5171,24516,872,30253,4560
3016 SOUTHEAST 15TH STREET,120010007002077,12001000700,000700,6395,19240,1305,19984,5284
6200 SR-26 W,NA,NA,NA,NA,NA,NA,NA,NA
NE 22ND STREET,NA,NA,NA,NA,NA,NA,NA,NA
3  NW  24  TH  ST,120010010002001,12001001000,001000,5596,16646,783,37463,5223
112 SW 1ST AVE,120010005001061,12001000500,000500,5171,24516,872,30253,4560
2923 NE 45 AVE,120010012021001,12001001202,001202,7309,33838,1572,39611,6253
910 NW 10TH AVE,120010003012038,12001000301,000301,4355,20845,615,19201,3871
200 NE 1ST ST,120010005001018,12001000500,000500,5171,24516,872,30253,4560
WALDO ROAD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
800 NW 4TH AVE,120010002003024,12001000200,000200,6671,7174,282,11678,6534
NW 34TH PL,NA,NA,NA,NA,NA,NA,NA,NA
563 NW 31ST AVE,120010003021006,12001000302,000302,2343,24292,414,25223,1967
4302 NW 27TH DRIVE,120010012021018,12001001202,001202,7309,33838,1572,39611,6253
1–99 NW 14TH ST,NA,NA,NA,NA,NA,NA,NA,NA
627-699 SE 1ST AVE,120010005001040,12001000500,000500,5171,24516,872,30253,4560
SOUTHBOUND NE 9TH STREET @ NE 5TH AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
6114 NORTHWEST 18 DRIVE,120010019082015,12001001908,001908,4649,25531,1028,22191,3668
1113 SW 2 PL,120010002004023,12001000200,000200,6671,7174,282,11678,6534
2105 NW 3RD PLACE,120010010004044,12001001000,001000,5596,16646,783,37463,5223
725–799 NW 4TH AVE,120010002001025,12001000200,000200,6671,7174,282,11678,6534
16 NW 18TH ST,120010010003030,12001001000,001000,5596,16646,783,37463,5223
2204 NW 2ND AVE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
601-799 SE 3RD ST,120010005001101,12001000500,000500,5171,24516,872,30253,4560
1929 NW 7TH AVE,120010010004026,12001001000,001000,5596,16646,783,37463,5223
718 SE 11TH ST,120010007002002,12001000700,000700,6395,19240,1305,19984,5284
1433 NW 3RD AVE,120010010003018,12001001000,001000,5596,16646,783,37463,5223
2208 NW 7TH LN,120010010004009,12001001000,001000,5596,16646,783,37463,5223
1234 NORTHWEST 35 AVENUE,120010003023002,12001000302,000302,2343,24292,414,25223,1967
112 SW 6TH ST,120010002004018,12001000200,000200,6671,7174,282,11678,6534
2631 NW 47TH AVE,120010012021015,12001001202,001202,7309,33838,1572,39611,6253
201 SE DEPOT AVE,120010005001111,12001000500,000500,5171,24516,872,30253,4560
NORTHEAST 39TH AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
CLARK BUTLER BOULEVARD,NA,NA,NA,NA,NA,NA,NA,NA
1898 SE 6TH AVE,120010007003007,12001000700,000700,6395,19240,1305,19984,5284
4909 NW 13 AVE,120010017022017,12001001702,001702,5622,38289,1352,40794,4560
SW 52ND ST,NA,NA,NA,NA,NA,NA,NA,NA
201-299 NE 2ND ST,120010005005034,12001000500,000500,5171,24516,872,30253,4560
SE 14 LANE,NA,NA,NA,NA,NA,NA,NA,NA
NE GAINESVILLE,NA,NA,NA,NA,NA,NA,NA,NA
1731 NW  6TH ST GAINESVILLE FL 32601 USA,120010003011031,12001000301,000301,4355,20845,615,19201,3871
2704 NORTHWEST 42ND PLACE,120010012021017,12001001202,001202,7309,33838,1572,39611,6253
2917 NE 10TH ST,120010004004013,12001000400,000400,6655,23015,1246,18756,4711
4200-4498 NW 21ST ST,120010012025016,12001001202,001202,7309,33838,1572,39611,6253
1917 NW 43RD AVE,120010012031020,12001001203,001203,3542,33315,673,28551,2975
1545 W UNIVERSITY AVE,120010009022001,12001000902,000902,6733,2646,14,2155,6733
2330 SW WILLISTON RD APT 325,120010015161000,12001001516,001516,2134,14117,217,14493,1988
151 NORTHWEST 14TH STREET,120010010003021,12001001000,001000,5596,16646,783,37463,5223
RAIL TO TRAIL BIKE PATH,NA,NA,NA,NA,NA,NA,NA,NA
LYNCH PARK,NA,NA,NA,NA,NA,NA,NA,NA
6125 NW 18TH DRIVE,120010019082015,12001001908,001908,4649,25531,1028,22191,3668
2105 NW 3RD PL,120010010004044,12001001000,001000,5596,16646,783,37463,5223
OLD ARCHER RD TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
NE 12TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
104 SW 23 ST,120010010002032,12001001000,001000,5596,16646,783,37463,5223
531 SE 2ND PL,120010005001068,12001000500,000500,5171,24516,872,30253,4560
313 NW 8TH AVE,120010022081000,12001002208,002208,2797,42721,756,48157,2347
810-816 NW 16TH AVE,120010003011036,12001000301,000301,4355,20845,615,19201,3871
2492 BIRNAM WOODS WAY,120010012021014,12001001202,001202,7309,33838,1572,39611,6253
3654 NORTHWEST 44TH LANE,NA,NA,NA,NA,NA,NA,NA,NA
W NEWBERRY AND I-75,NA,NA,NA,NA,NA,NA,NA,NA
3917 NW 32ND PL,120010011001011,12001001100,001100,7143,40000,1752,39743,5676
11–93 SW 34TH ST,NA,NA,NA,NA,NA,NA,NA,NA
306 SOUTHEAST 8TH STREET,120010005001075,12001000500,000500,5171,24516,872,30253,4560
1834 NE 8TH ST,120010004003003,12001000400,000400,6655,23015,1246,18756,4711
"3500–3694 SW 27TH ST
GAINESVILLE FL 32608
UNITED STATES",120010012022011,12001001202,001202,7309,33838,1572,39611,6253
2014 NORTHWEST 3RD AVENUE,120010010004036,12001001000,001000,5596,16646,783,37463,5223
1300 NE 2ND ST,120010003012000,12001000301,000301,4355,20845,615,19201,3871
2431 NW 41ST ST GAINESVILLE,120010017021020,12001001702,001702,5622,38289,1352,40794,4560
3  NW  24  ST  32607,120010010002001,12001001000,001000,5596,16646,783,37463,5223
8620 NW 13 ST #47,120010018032002,12001001803,001803,5457,28901,1280,30587,4622
6407 NW 27TH ST,120010018033010,12001001803,001803,5457,28901,1280,30587,4622
2-14 SE 2ND PL,NA,NA,NA,NA,NA,NA,NA,NA
400-452 NE 1ST ST,120010005001009,12001000500,000500,5171,24516,872,30253,4560
2649 NW 45TH PLACE,120010012021015,12001001202,001202,7309,33838,1572,39611,6253
BO DIDDLEY PLAZA,NA,NA,NA,NA,NA,NA,NA,NA
2204 NW 2 AVE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
2201-2207 NW 2ND AVE,120010010004034,12001001000,001000,5596,16646,783,37463,5223
3715 NW 8TH AVE,120010022081000,12001002208,002208,2797,42721,756,48157,2347
1817 NORTHEAST 17TH WAY,120010004002021,12001000400,000400,6655,23015,1246,18756,4711
